								Sun		Mon		Tue		Wed		Thu		Fri		Sat							
Merged-03-oct.tsv:c51ead21-b0d7-102f-be3f-4ab9afde2fa6	Esty Skin Studio	1006 Waller St. 	Austin	TX	78702	USA	(512) 903-8225			9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	10:00 AM	5:00 PM	http://www.estyaustin.com/	http://bit.ly/qnDg4u			https://plus.google.com/112521187237099235539/about	http://www.facebook.com/pages/Esty-Skin-Studio/56134939173
Merged-03-oct.tsv:c526f5c0-afbf-102f-9f9d-25fdda7553d7	Doc Auto	908 Ocean St. 	Santa Cruz	CA	95060	USA	(831) 600-7732			8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM			www.docauto.biz	http://bit.ly/yLM5DE			http://bit.ly/AxRclK	
Merged-03-oct.tsv:c53683b0-b04f-102f-a3e9-9052ff98555d	Paradise India	7119 W 135th St. 	Overland Park	KS	66223	USA	(913) 814-0177															www.kcparadiseindia.com	http://gr.pn/xUVvpZ	http://gr.pn/zDmxUn	http://gr.pn/wjbdh1	http://gr.pn/za6Qy4	http://www.facebook.com/pages/Paradise-India/146526945392233
Merged-03-oct.tsv:c53b8890-c64f-102f-ae37-fa6688c9330a	State Street Barbers	600 N Kingsbury Ave. Retail Unit B	Chicago	IL	60654	USA	(312) 624-8399			8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	10:00 AM	7:00 PM	8:00 AM	5:00 PM	www.statestreetbarbers.com	http://www.yelp.com/biz/ZaASD9gyLYQh5sNY58HRnQ		http://local.yahoo.com/info-77926334-state-street-barbers-chicago-chicago	http://bit.ly/oB6r0F	
Merged-03-oct.tsv:c54c71f0-c622-102f-b4df-9df4dba23304	Pallotta's Italian Grill	27606 I-45 N 	Conroe	TX	77385	USA	(281) 364-9555	11:00 AM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://www.pallottasitaliangrill.com/	http://www.yelp.com/biz/pallottas-italian-grill-conroe		http://gr.pn/tJKZNC	https://plus.google.com/104703553917265457345/about	
Merged-03-oct.tsv:c552c6e0-c59b-102f-bd3f-080141fab48b	Amerigo	1656 Westgate Cir. 	Brentwood	TN	37027	USA	(615) 377-7070	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:30 PM	11:00 AM	10:30 PM	http://www.amerigo.net		http://www.tripadvisor.com/Restaurant_Review-g54914-d434690-Reviews-Amerigo-Brentwood_Tennessee.html	http://bit.ly/ufDuXy	http://g.co/maps/7vgpy	
Merged-03-oct.tsv:c5572de0-c602-102f-becf-e055a7d6ac6e	LA Boxing - Orange County	870 N Tustin St. 	Orange	CA	92867	USA	(714) 633-5269	8:00 AM	1:00 PM	6:00 AM	9:00 PM	8:00 AM	9:00 PM	6:00 AM	9:00 PM	8:00 AM	9:00 PM	6:00 AM	8:00 PM	8:00 AM	1:00 PM	www.laboxing.com/Orange	http://yelp.com/biz/la-boxing-orange/		http://local.yahoo.com/info-42946097	http://maps.google.com/maps/place?cid=16454407312743548254	http://www.facebook.com/LABoxing
Merged-03-oct.tsv:c55db1b0-b3e7-102f-bddf-97173a29bd5b	Dr. Brannon Reed, DDS	8591 E Bell Rd. Suite 101	Scottsdale	AZ	85260	USA	(480) 367-0300			9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM					http://scottsdaleazdentist.com/	http://www.yelp.com/biz/brannon-reed-dds-scottsdale		http://local.yahoo.com/info-20046536-reed-brannon-dds-reed-brannon-dds-scottsdale	http://gr.pn/s37lMQ	http://www.facebook.com/pages/Brannon-Reed-DDS/152601208322?ref=ts
Merged-03-oct.tsv:c568b320-b203-102f-9f7f-e89a5a9a5559	Mimosa	405 Pier Ave. 	Hermosa Beach	CA	90254	USA	(310) 372-9411	10:00 AM	6:00 PM			10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	9:00 AM	6:00 PM	www.mimosainhermosa.com	http://www.yelp.com/biz/e_OlzkD4SS26WliID7ehEg		http://local.yahoo.com/info-20491403	http://maps.google.com/maps/place?cid=443801587231614808	
Merged-03-oct.tsv:c58a2cf0-c5cf-102f-bcbf-48d1fe16629b	El Tropicano Riverwalk	110 Lexington Ave. 	San Antonio	TX	78205	USA	(210) 223-9461																http://www.yelp.com/biz/kyz8AdPYNHx0YuNtCFOcgQ	http://www.tripadvisor.com/Hotel_Review-g60956-d217757-Reviews-El_Tropicano_Riverwalk_Hotel-San_Antonio_Texas.html		https://plus.google.com/107760297642458754517/about	http://www.facebook.com/www.eltropicanoriverwalkhotel?rf=111673802201079
Merged-03-oct.tsv:c58c7220-b1df-102f-beff-c8f957739e87	Two Sisters Kitchen	707 N Congress St. 	Jackson	MS	39202	USA	(601) 353-1180	11:00 AM	2:00 PM	11:00 AM	2:00 PM	11:00 AM	2:00 PM	11:00 AM	2:00 PM	11:00 AM	2:00 PM	11:00 AM	2:00 PM				http://gr.pn/vqd4wj	http://www.tripadvisor.com/Restaurant_Review-g43833-d419334-Reviews-Two_Sister_s_Kitchen-Jackson_Mississippi.html	http://gr.pn/HYrqfH	http://gr.pn/HYriwJ	http://www.facebook.com/pages/Two-Sisters-Kitchen/110275064463
Merged-03-oct.tsv:c59a66b0-c629-102f-bf7c-508ae80d8220	Pirate's Cove Resort and Marina	4307 SE Bayview St. 	Stuart	FL	34997	USA	(772) 287-2500															http://www.piratescoveresort.com/	http://www.yelp.ca/biz/pirates-cove-resort-and-marina-stuart	http://www.tripadvisor.com/Hotel_Review-g34657-d645429-Reviews-Pirate_s_Cove_Resort_and_Marina-Stuart_Florida.html	http://local.yahoo.com/info-14693837-pirates-cove-resort-marina-stuart	https://plus.google.com/107847657240522392090/about	http://www.facebook.com/pages/Pirates-Cove-Resort/291938595538
Merged-03-oct.tsv:c59c7710-c5bc-102f-bdd3-7ff54d5c33ba	Cole Hardware	3312 Mission St. 	San Francisco	CA	94110	USA	(415) 647-8700	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	http://www.colehardware.com	http://www.yelp.ca/biz/cole-hardware-san-francisco-3		http://local.yahoo.com/info-21350145-cole-hardware-san-francisco	http://bit.ly/tDWJpd	
Merged-03-oct.tsv:c5ab2f30-c5df-102f-8f57-371a015c45ee	Gondola Adventures	221 E Las Colinas Blvd. 	Irving	TX	75039	USA	(866) 646-2064	9:00 AM	1:00 AM	9:00 AM	1:00 AM	9:00 AM	1:00 AM	9:00 AM	1:00 AM	9:00 AM	1:00 AM	9:00 AM	1:00 AM	9:00 AM	1:00 AM	http://www.gondola.com/		http://bit.ly/oRZY9e		http://bit.ly/oR3q8m	http://www.facebook.com/gondolaadventures
Merged-03-oct.tsv:c5ab8770-c65a-102f-b967-06cc5df0a9fa	Unheardof Restaurant	9602 82 Ave. NW 	Edmonton	AB	T6C 1A1	Canada	(780) 432-0480	5:30 PM	7:30 PM	closed	closed	5:30 PM	8:30 PM	5:30 PM	8:30 PM	5:30 PM	8:30 PM	5:30 PM	8:30 PM	5:30 PM	8:30 PM	http://www.unheardof.com	http://gr.pn/uAhmfV			https://plus.google.com/101994851174243427720/about	
Merged-03-oct.tsv:c5b15d30-c641-102f-9f57-bc94795bf0e0	Salon Pop & Barber Shop	2218 E 4th St. 	Long Beach	CA	90814	USA	(562) 987-9200					11:00 AM	7:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	7:00 PM	10:00 AM	5:00 PM	www.salonpopandbarbershop.com	http://www.yelp.com/biz/salon-pop-and-barber-shop-long-beach		http://local.yahoo.com/info-37399899-salon-pop-barber-shop-long-beach	https://plus.google.com/113797401875044043949/about	http://www.facebook.com/salonpop
Merged-03-oct.tsv:c5b23970-aff9-102f-9ef7-8d4e9238dd71	Delightful Pastries	5927 W. Lawrence Ave 	Chicago	IL	60630	USA	(773) 545-7215	8:00 AM	2:00 PM			7:00 AM	6:00 PM	7:00 AM	6:00 PM	7:00 AM	6:00 PM	7:00 AM	6:00 PM	7:00 AM	6:00 PM	www.delightfulpastries.com	http://gr.pn/vErvHU		http://local.yahoo.com/info-17418471-delightful-pastries-chicago	http://gr.pn/sCSRTw	http://www.facebook.com/DelightfulPastries
Merged-03-oct.tsv:c5c9fbd0-c621-102f-a903-28715915e468	Ottomanelli & Sons	6105 Woodside Ave. 	Woodside	NY	11377	USA	(718) 651-5544	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://www.nycotto.com/about.php	http://bit.ly/oQoApo	http://tripadvisor.com/Restaurant_Review-g60763-d528008-Reviews-Ottomanelli_Cafe_York-New_York_City_New_York.html		https://plus.google.com/113510963413541235813/about	http://www.facebook.com/pages/Ottomanelli-Sons-Prime-Meat-Shop-Wild-Game/155622377810118?fref=ts
Merged-03-oct.tsv:a17e3210-afbe-102f-9fff-ed02331bf231	Palio D'Asti	640 Sacramento St. 	San Francisco	CA	94111	USA	(415) 395-9800			11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	11:30 AM	9:00 PM	5:00 PM	9:00 PM	www.paliodasti.com	http://www.yelp.com/biz/Bs-uBmaaGhr3XF6uFXfAFw	http://www.tripadvisor.com/Restaurant_Review-g60713-d353983-Reviews-Palio_D_Asti-San_Francisco_California.html	http://local.yahoo.com/info-21366881-palio-d-asti-san-francisco	http://g.co/maps/zuxyf	http://www.facebook.com/paliodasti
Merged-03-oct.tsv:a187d950-c657-102f-bdf6-be2e4103a216	The Mindful Body SF	2876 California St. 	San Francisco	CA	94115	USA	(415) 931-2639	9:00 AM	7:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	7:00 PM	www.themindfulbody.com	http://www.yelp.com/biz/the-mindful-body-san-francisco		http://local.yahoo.com/info-21373185-mindful-body-san-francisco	https://plus.google.com/115588818640724698471/about?hl=en	http://www.facebook.com/pages/The-Mindful-Body/70336653687
Merged-03-oct.tsv:a188b730-c5a8-102f-b2f5-10291ae28fc8	Bellezza Salon & Boutique	3900 Ranch Road 620 South. 	Bee Cave	TX	78738	USA	(512) 402-9035					9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	www.bellezza-salon.com/	http://www.yelp.com/biz/belleza-salon-and-boutique-austin			https://plus.google.com/113456650112569279372/about?gl=US&hl=en-US	
Merged-03-oct.tsv:a18a1c50-c5e0-102f-a79b-35d440c9cfcf	Whitney Museum of American Art	111 S. Michigan Ave. 	Chicago	IL	60603	USA	(312) 443-3600	10:30 AM	5:00 PM	10:30 AM	5:00 PM	10:30 AM	5:00 PM	10:30 AM	5:00 PM	10:30 AM	8:00 PM	10:30 AM	5:00 PM	10:30 AM	5:00 PM	http://www.artic.edu/	http://www.yelp.com/biz/the-art-institute-of-chicago-chicago	http://www.tripadvisor.com/Attraction_Review-g35805-d103239-Reviews-Art_Institute_of_Chicago-Chicago_Illinois.html	http://local.yahoo.com/info-44237181-the-art-institute-of-chicago-chicago	https://plus.google.com/108164258060854608472/about?hl=en	http://www.facebook.com/artic?fref=ts
Merged-03-oct.tsv:a18b5500-c605-102f-b5bf-7a687da1dd45	LEAD Marketing Agency	2311 East Beltline SE.	Grand Rapids	MI	49546	USA	(616) 254-8690															http://leadmarketingagency.com/			http://local.yahoo.com/info-49157157-lead-marketing-agency-grand-rapids	https://plus.google.com/107794803695390736083/about?hl=en	http://www.facebook.com/pages/Lead-Marketing-Agency/171597106229326?fref=ts
Merged-03-oct.tsv:a18e5f70-c64b-102f-ba78-190911bba075	Society Skate shop	625 Laurel St.	San Carlos	CA	94070	USA	(650) 596-8182	10:00 AM	5:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	http://www.societyskateshop.com/	http://www.yelp.com/biz/society-san-carlos		http://local.yahoo.com/info-62301057-society-san-carlos	http://maps.google.com/maps/place?cid=5077753747111325963	http://www.facebook.com/SocietySkateshop
Merged-03-oct.tsv:a18f3e40-c655-102f-be6f-8c2a627fb2bb	The Allerton Hotel Chicago	701 N. Michigan Ave. 	Chicago	IL	60611	USA	(312) 440-1500ﾠ	12:30 AM	12:00 PM	12:30 AM	12:00 PM	12:30 AM	12:00 PM	12:30 AM	12:00 PM	12:30 AM	12:00 PM	12:30 AM	12:00 PM	12:30 AM	12:00 PM	http://www.theallertonhotel.com/	http://www.yelp.com/biz/DxfjGOEtFJQoq6m8WjYl4Q	http://tripadvisor.com/Hotel_Review-g35805-d90973-Reviews-Allerton_Hotel-Chicago_Illinois.html	http://local.yahoo.com/info-27262284-the-allerton-hotel-chicago	http://maps.google.com/maps/place?cid=5604676520600894444	http://www.facebook.com/alllertonhotel
Merged-03-oct.tsv:a18fdbf0-c5d0-102f-aee5-9f8edbc89470	ellehomme Holistic Med Spa	832 W. Adams St. 	Chicago	IL	60607	USA	(312) 929-2016	10:00 AM	6:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	10:00 AM	6:00 PM	http://ellehommespa.com/	http://www.yelp.com/biz/ellehomme-holistic-med-spa-chicago-3		http://local.yahoo.com/info-48282958-spa-ellehomme-chicago	https://plus.google.com/116612258431881638468/about?gl=in&hl=en	http://www.facebook.com/pages/ellehomme-Med-Spa/128756530485417
Merged-03-oct.tsv:a1924cf0-c5d0-102f-91df-036c2c06dd39	Elle: A Clinical Day Spa	15220 SE. 272nd St Suite G.	Kent	WA	98042	USA	(253) 630-6768	10:00 AM	4:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	5:00 PM	http://elleclinicalspa.com/	http://yelp.com/biz/elle-a-clinical-day-spa-kent/		http://local.yahoo.com/info-22117706	https://plus.google.com/116280730738987004574/about?hl=en	http://www.facebook.com/ElleAClinicalDaySpa
Merged-03-oct.tsv:a19c7000-c5d9-102f-beef-8eede9cf2144	Four Winds Waldorf School	30W160 Calumet Ave. W. 	Warrenville	IL	60555	USA	(630) 836-9400	closed	closed	8:00 AM	4:00 PM	8:00 AM	4:00 PM	8:00 AM	4:00 PM	8:00 AM	4:00 PM	8:00 AM	4:00 PM	closed	closed	www.fourwindswaldorf.org	http://yelp.com/biz/four-winds-waldorf-school-warrenville/		http://local.yahoo.com/info-17350832-four-winds-waldorf-school-warrenville	https://plus.google.com/118097506132793399024/about?hl=en	http://www.facebook.com/FourWindsWaldorf?fref=ts
Merged-03-oct.tsv:a1ab8300-c60c-102f-bbfb-68daeaced623	Marion Street Cheese Market	100 S. Marion St. 	Oak Park	IL	60302	USA	(708) 725-7200	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	10:00 PM	9:00 AM	11:00 PM	9:00 AM	11:00 PM	http://marionstreetcheesemarket.com/	http://www.yelp.com/biz/-4wc90OjgsKWRs9AcgtVDw	http://www.tripadvisor.com/Restaurant_Review-g36471-d1628022-Reviews-Marion_Street_Cheese_Market-Oak_Park_Illinois.html	http://local.yahoo.com/info-46342598-marion-street-cheese-market-oak-park	http://bit.ly/qAQK83	http://www.facebook.com/MarionStCheeseMarket
Merged-03-oct.tsv:a1b795f0-c5d5-102f-acbd-b77937b0690f	Federal Army & Navy Surplus	2112 1st Ave.	Seattle	WA	98121	USA	(206) 443-1818	11:00 AM	5:00 PM	9:30 AM	6:00 PM	9:30 AM	6:00 PM	9:30 AM	6:00 PM	9:30 AM	6:00 PM	9:30 AM	6:00 PM	9:30 AM	6:00 PM		http://bit.ly/sYsOGm		http://local.yahoo.com/info-26610645-federal-army-navy-surplus-gr8gearcom-seattle	http://g.co/maps/48fne	http://www.facebook.com/pages/Federal-Army-Navy-Surplus-gr8gearcom/172349846114952?fref=ts
Merged-03-oct.tsv:a1c333e0-c5c3-102f-bfdc-b33da200680f	Dance Austin Studio	831 Houston Street Suite A.	Austin	TX	78756	USA	(512) 323-9760			3:00 PM	8:30 PM	3:00 PM	8:30 PM	3:00 PM	8:30 PM	3:00 PM	8:30 PM			10:00 AM	2:00 PM	http://www.danceaustinstudio.com/	http://bit.ly/v2Wm4F			https://plus.google.com/106355041989185581112/about?hl=en	http://www.facebook.com/pages/Dance-Austin-Studio/138595726198831?fref=ts
Merged-03-oct.tsv:a1c6fe40-c5e0-102f-b6d5-e61bf3f4e250	Gray Line Chicago	600 E. Grand Ave. 	Chicago	IL	60611	USA	(312) 251-3100															grayline.com	http://www.yelp.com/biz/grayline-sightseeing-tours-chicago		http://yhoo.it/tjpXS6	http://bit.ly/sudXLG	
Merged-03-oct.tsv:a1c70bd0-c5c0-102f-ac77-0da16cb05077	Crowne Plaza Hotel	7050 Stemmons Freeway. 	Dallas	TX	75247	USA	(214) 630-8500	3:00 PM	12:00 PM	3:00 PM	12:00 PM	3:00 PM	12:00 PM	3:00 PM	12:00 PM	3:00 PM	12:00 PM	3:00 PM	12:00 PM	3:00 PM	12:00 PM	http://www.ichotelsgroup.com/h/d/sl/1/en/hotel/DALMT	http://www.yelp.com/biz/crowne-plaza-hotel-dallas-market-center-dallas		http://local.yahoo.com/info-18749615-crowne-plaza-dallasmarket-center-dallas	https://plus.google.com/112734011381293683760/about?gl=in&hl=en	http://www.facebook.com/pages/Crowne-Plaza-Dallas-Market-Center/157975240600?ref=ts&fref=ts
Merged-03-oct.tsv:a1e8e550-c5b8-102f-bfb8-ab29b3123692	Chef Kong's Little Szechuan	5091-C Buford Hwy.	Doraville	GA	30340	USA	(770) 451-0192	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	www.littleszechuanchefkongs.com	http://www.yelp.com/biz/little-szechuan-atlanta	http://www.tripadvisor.com/Restaurant_Review-g34905-d466173-Reviews-Little_Szechuan-Doraville_Georgia.html	http://local.yahoo.com/info-13736535-little-szechuan-doraville	http://bit.ly/rhv08e	http://www.facebook.com/pages/Little-Szechuan/345370742221118
Merged-03-oct.tsv:a1e96210-c5da-102f-bfdd-715c694bbbc6	Frenchy's Chicken	11631 SW. Frwy. 	Houston	TX	77031	USA	(281) 495-4415	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	11:00 PM	10:00 AM	11:00 PM	http://www.frenchyschicken.com/	http://www.yelp.com/biz/frenchys-houston	http://www.tripadvisor.com/Restaurant_Review-g56003-d442229-Reviews-Frenchy_s_Chicken-Houston_Texas.html	http://local.yahoo.com/info-42301117-frencheys-chicken-houston	https://plus.google.com/107758028342414368732/about?hl=en	http://www.facebook.com/frenchyschicken?ref=ts&fref=ts
Merged-03-oct.tsv:a1f36740-c5a5-102f-b8f7-8ed8834b12b8	Baltimore Coffee & Tea Company	5209 President's Court. 	Frederick	MD	21703	USA	(301) 631-0030	9:00 AM	4:00 PM	6:30 AM	6:00 PM	6:30 AM	6:00 PM	6:30 AM	6:00 PM	6:30 AM	6:00 PM	6:30 AM	6:00 PM	7:30 AM	5:00 PM	http://www.baltcoffee.com/	http://www.yelp.com/biz/baltimore-coffee-and-tea-frederick	http://www.tripadvisor.com/Restaurant_Review-g60903-d3512892-Reviews-Baltimore_Coffee_Tea_Co_Inc-Frederick_Maryland.html	http://local.yahoo.com/info-49089895-baltimore-coffee-tea-frederick	https://plus.google.com/117060822230227041308/about?hl=en	http://www.facebook.com/pages/Baltimore-Coffee-Tea/331709466582
Merged-03-oct.tsv:a1f39300-b0d8-102f-bbfc-721dc0f51d83	Tiddle E Winks Vintage 5 & Dime	115 E. Napa St. 	Sonoma	CA	95476	USA	(707) 939-6933	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	www.tiddleewinks.com	http://www.yelp.com/biz/Oj5zPVzZ-SKfQrEqekUjJg		http://local.yahoo.com/info-49371579-tiddle-e-winks-vintage-5-dm-sonoma	http://g.co/maps/vvyyw	http://www.facebook.com/Tiddle.E.Winks
Merged-03-oct.tsv:a1fc6e10-c64c-102f-9bff-216969caaf0e	Soul Vegetarian	205 E. 75th St. 	Chicago	IL	60619	USA	(773) 224-0104			11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM		9:00 PM	11:00 AM	10:00 PM	8:30 AM	10:00 PM		http://gr.pn/sZaJ8Z	http://www.tripadvisor.com/Restaurant_Review-g35805-d479588-Reviews-Soul_Vegetarian_East-Chicago_Illinois.html	http://gr.pn/vDjxBi	https://plus.google.com/114127477540302298555/about?gl=in&hl=en	http://www.facebook.com/pages/Soul-Vegetarian-East/121136754633406
Merged-03-oct.tsv:a1fcea10-c5da-102f-bff7-7a6d2b87874b	Frenchy's Chicken	608 University Dr. 	Prairie View	TX	77446	USA	(281) 495-4415															www.frenchyschicken.com	http://www.yelp.com/biz/frenchys-prairie-view#query:Frenchy%27s%20Chicken		http://local.yahoo.com/info-81723010-frenchy-s-chicken-hempstead	https://plus.google.com/117506579177997209922/about?hl=en	http://www.facebook.com/frenchyschicken?ref=ts&fref=ts
Merged-03-oct.tsv:a2031b71-b06c-102f-bfbf-d04005c8a4fb	The Stretch Bar and Grill	3485 N. Clark St.	Chicago	IL	60657	USA	(773) 755-3980	11:00 AM	2:00 AM	4:00 PM	2:00 AM	4:00 PM	2:00 AM	4:00 PM	2:00 AM	4:00 PM	2:00 AM	4:00 PM	2:00 AM	11:00 AM	3:00 AM	www.thestretchchicago.com	http://www.yelp.com/biz/vH-TiqOD-ZBQC1f7tBp_1w			https://plus.google.com/112240292287002170720/about?hl=en	http://www.facebook.com/pages/The-Stretch/213545915322389?ref=ts&fref=ts
Merged-03-oct.tsv:a208d620-c5c8-102f-a97e-e38e130b4e92	Carolines on Broadway	1626 Broadway. 	New York	NY	10019	USA	(212) 757-4100	5:30 PM	12:00 AM	5:30 PM	11:00 PM	5:30 PM	11:00 PM	5:30 PM	11:00 PM	5:30 PM	12:00 AM	5:30 PM	2:00 AM	5:30 PM	2:00 AM	http://www.carolines.com/	http://yelp.com/biz/carolines-on-broadway-new-york/		http://local.yahoo.com/info-11107947	http://maps.google.com/maps/place?cid=10515198135650206436	http://www.facebook.com/pages/Carolines-on-Broadway/101623453215439
Merged-03-oct.tsv:a2106350-c5e0-102f-8f7a-88aa131f0c69	Gray Line Chicago	Chestnut and Michigan 	Chicago	IL	60611	USA	(312) 251-3100															grayline.com	http://www.yelp.com/biz/grayline-sightseeing-tours-chicago		http://yhoo.it/tjpXS6	http://bit.ly/sudXLG	
Merged-03-oct.tsv:a23946f0-b3eb-102f-97eb-99a9c02db4fb	Heritage India	2400 Wisconsin Ave. NW.	Washington	DC	20007	USA	(202) 333-3120	11:30 AM	10:30 PM	11:30 AM	10:30 PM	11:30 AM	10:30 PM	11:30 AM	10:30 PM	11:30 AM	10:30 PM	11:30 AM	11:00 PM	11:30 AM	11:00 PM	http://www.heritageindiausa.com/heritage_thaimenu.htm	http://bit.ly/mSUsQS	http://www.tripadvisor.com/Restaurant_Review-g28970-d485088-Reviews-Heritage_India-Washington_DC_District_of_Columbia.html	local.yahoo.com/info-25671086-heritage-india-washington	http://bit.ly/oz6fpH	http://www.facebook.com/pages/Heritage-India/113638885336893
Merged-03-oct.tsv:a23cdda0-c5f8-102f-b7bf-36b76add884f	Inn on Main Hotel	152 Main St. 	Manasquan	NJ	8736	USA	(732) 528-0099															http://www.innonmainmanasquan.com/	http://www.yelp.com/biz/inn-on-main-manasquan#query:Inn%20on%20Main%20Manasquan	http://www.tripadvisor.com/Hotel_Review-g46594-d524247-Reviews-Inn_on_Main_Hotel-Manasquan_New_Jersey.html	http://local.yahoo.com/info-59235043-inn-on-main-manasquan	https://plus.google.com/113573274653148496848/about?hl=en	http://www.facebook.com/pages/Inn-On-Main/152248531479785?ref=ts&fref=ts
Merged-03-oct.tsv:a23dd7e0-b0d7-102f-bfaf-ffa9918e9dad	Cellar 56	56 E Andrews Dr. 	Atlanta	GA	30305	USA	(678) 244-3600			5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	5:00 PM	11:00 PM	cellar56.com	http://yelp.com/biz/cellar-56-atlanta/	http://www.tripadvisor.com/Restaurant_Review-g60898-d2084871-Reviews-Cellar_56-Atlanta_Georgia.html	http://local.yahoo.com/info-13694256	http://maps.google.com/maps/place?cid=6439535279811098195	http://www.facebook.com/cellar56
Merged-03-oct.tsv:a241ff60-b04f-102f-9e7f-16221e31c75e	Charlie Palmer Next Vintage Wine Tasting	3333 Bristol St.	Costa Mesa	CA	92626	USA	(714) 352-2525	11:45 AM	10:30 PM	11:45 AM	10:30 PM	11:45 AM	10:30 PM	11:45 AM	10:30 PM	11:45 AM	10:30 PM	11:45 AM	11:00 PM	11:45 AM	11:00 PM	www.nextvintage.com	http://www.yelp.com/biz/charlie-palmer-costa-mesa	http://www.tripadvisor.com/Restaurant_Review-g32253-d1098495-Reviews-Charlie_Palmer_at_Bloomingdale_s-Costa_Mesa_California.html	http://local.yahoo.com/info-77062899-charlie-palmer-at-bloomingdale-s-south-coast-plaza-costa-mesa	https://plus.google.com/112181065166411175594/about?hl=en	http://www.facebook.com/CharliePalmeratBloomingdales?fref=ts
Merged-03-oct.tsv:a24340b0-c5c0-102f-971f-7483e5850655	Crowne Plaza Hotel Detroit-Novi	27000 Karevich Dr. 	Novi	MI	48377	USA	(248) 348-5000															crowneplaza.com 	http://www.yelp.com/biz/crowne-plaza-hotel-detroit-novi-novi	http://www.tripadvisor.com/Hotel_Review-g42538-d90154-Reviews-Crowne_Plaza_Hotel_Detroit_Novi-Novi_Michigan.html	http://local.yahoo.com/info-37020083-crowne-plaza-detroit-novi-novi	https://plus.google.com/107231274327022672827/about?gl=in&hl=en	http://www.facebook.com/crowneplazadetroitnovi?ref=ts&fref=ts
Merged-03-oct.tsv:a2438d30-c620-102f-bf57-9e4ceb824a84	One Shot Tattoo	555 Irving St. 	San Francisco	CA	94122	USA	(415) 731-7468	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	12:00 PM	8:00 PM	http://www.oneshottattoo.com	http://www.yelp.com/biz/tRF3IQu5sQYdypebZnOdHg		http://local.yahoo.com/info-21377835-one-shot-tattoo-san-francisco	https://plus.google.com/109552450445849701926/about?hl=en	http://www.facebook.com/oneshottattoosf?ref=ts&fref=ts
